depth,gc,acc,gcrank
3.45,0.3,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
12.0,0.29,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
28.93,0.29,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.43,0.29,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.3,0.25,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
133.51,0.72,SRR7166790_NODE_15_length_2961_cov_57.340330,top10
156.46,0.61,SRR7166790_NODE_15_length_2961_cov_57.340330,top10
125.61,0.54,SRR7166790_NODE_15_length_2961_cov_57.340330,top10
117.43,0.52,SRR7166790_NODE_15_length_2961_cov_57.340330,top10
80.32,0.5,SRR7166790_NODE_15_length_2961_cov_57.340330,top10
167.94,0.49,SRR7166790_NODE_15_length_2961_cov_57.340330,top10
162.58,0.48,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
81.17,0.47,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
223.86,0.45,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
166.03,0.45,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
94.95,0.45,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
149.27,0.43,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
198.08,0.43,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
120.24,0.42,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
80.46,0.41,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
93.38,0.41,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
163.37,0.41,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
248.53,0.41,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
187.31,0.41,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
112.42,0.41,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
73.41,0.4,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
249.87,0.4,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
111.94,0.4,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
119.54,0.4,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
118.88,0.39,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
176.44,0.39,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
65.19,0.39,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
68.91,0.39,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
85.1,0.39,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
119.5,0.38,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
224.63,0.38,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
145.62,0.37,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
149.26,0.37,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
76.22,0.36,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
131.86,0.36,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
219.3,0.36,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
122.24,0.35,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
219.17,0.35,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
119.5,0.35,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
114.03,0.35,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
112.6,0.35,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
87.02,0.35,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
95.88,0.33,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
75.31,0.33,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
158.5,0.33,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
177.14,0.33,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
61.79,0.33,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
162.08,0.32,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
221.62,0.31,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
124.7,0.31,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
172.43,0.31,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
82.87,0.3,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
160.8,0.3,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
99.86,0.3,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
154.3,0.29,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
228.74,0.28,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
95.7,0.28,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
195.67,0.27,SRR7166790_NODE_15_length_2961_cov_57.340330,bot90
1513.77,0.52,SRR2037085_NODE_6189_length_2566_cov_89.560733,top10
1862.8,0.51,SRR2037085_NODE_6189_length_2566_cov_89.560733,top10
1825.99,0.48,SRR2037085_NODE_6189_length_2566_cov_89.560733,top10
1835.73,0.46,SRR2037085_NODE_6189_length_2566_cov_89.560733,top10
1082.61,0.46,SRR2037085_NODE_6189_length_2566_cov_89.560733,top10
2149.77,0.45,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
905.36,0.45,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1758.81,0.44,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1524.45,0.43,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1792.66,0.43,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1320.05,0.43,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1968.78,0.43,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1871.73,0.42,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1757.48,0.41,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1855.48,0.41,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
2043.22,0.41,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1854.29,0.41,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1082.6,0.41,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1076.07,0.4,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1783.28,0.4,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
2053.3,0.4,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1578.67,0.39,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
2140.23,0.39,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
719.08,0.39,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1658.26,0.38,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1654.98,0.38,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
443.07,0.38,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
153.57,0.38,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1981.06,0.38,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1827.0,0.37,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1164.14,0.37,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1743.76,0.37,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
2084.87,0.37,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1873.73,0.36,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1661.99,0.36,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1727.35,0.36,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1490.51,0.36,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1314.13,0.35,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1845.78,0.35,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1958.91,0.34,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1209.85,0.33,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1549.82,0.33,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1225.02,0.32,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1469.2,0.32,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1636.53,0.32,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1815.59,0.31,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1269.26,0.29,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1605.48,0.29,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1423.47,0.25,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
1399.44,0.25,SRR2037085_NODE_6189_length_2566_cov_89.560733,bot90
51.68,0.57,SRR2037083_NODE_1378_length_2841_cov_13.270280,top10
60.73,0.51,SRR2037083_NODE_1378_length_2841_cov_13.270280,top10
29.65,0.5,SRR2037083_NODE_1378_length_2841_cov_13.270280,top10
46.6,0.48,SRR2037083_NODE_1378_length_2841_cov_13.270280,top10
49.09,0.47,SRR2037083_NODE_1378_length_2841_cov_13.270280,top10
26.67,0.44,SRR2037083_NODE_1378_length_2841_cov_13.270280,top10
28.1,0.44,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
25.44,0.44,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
37.16,0.43,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
31.78,0.42,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
12.58,0.41,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
20.86,0.4,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
19.12,0.39,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
19.31,0.38,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
35.17,0.38,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
55.61,0.38,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
35.77,0.38,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
19.35,0.38,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
36.36,0.37,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
55.11,0.37,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
20.82,0.37,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
30.46,0.36,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
60.11,0.36,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
22.3,0.36,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
27.12,0.36,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
21.31,0.36,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
16.48,0.35,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
21.03,0.35,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
32.33,0.35,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
23.11,0.35,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
28.13,0.35,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
21.13,0.34,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
30.11,0.34,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
35.68,0.34,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
35.5,0.33,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
19.81,0.33,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
50.18,0.33,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
59.73,0.33,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
44.46,0.33,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
26.87,0.32,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
29.35,0.32,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
23.59,0.32,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
35.49,0.32,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
17.09,0.31,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
58.35,0.31,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
39.07,0.3,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
26.89,0.29,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
58.4,0.29,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
30.55,0.29,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
48.44,0.27,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
21.96,0.27,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
51.01,0.27,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
58.07,0.26,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
49.98,0.25,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
24.03,0.25,SRR2037083_NODE_1378_length_2841_cov_13.270280,bot90
15.57,0.67,DRR140174_NODE_9_length_2891_cov_8.941467,top10
9.55,0.62,DRR140174_NODE_9_length_2891_cov_8.941467,top10
12.57,0.62,DRR140174_NODE_9_length_2891_cov_8.941467,top10
12.61,0.61,DRR140174_NODE_9_length_2891_cov_8.941467,top10
11.75,0.59,DRR140174_NODE_9_length_2891_cov_8.941467,top10
9.23,0.59,DRR140174_NODE_9_length_2891_cov_8.941467,top10
16.48,0.57,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
28.5,0.56,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
22.71,0.56,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
13.83,0.55,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
5.99,0.55,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
17.5,0.54,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
31.98,0.54,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
22.84,0.52,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
12.68,0.52,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
15.82,0.52,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
17.15,0.51,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
14.13,0.51,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
22.45,0.5,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
12.29,0.5,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
19.26,0.5,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
16.46,0.49,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
27.9,0.49,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
32.0,0.48,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
17.59,0.48,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
9.67,0.47,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
30.77,0.46,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
27.84,0.45,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
8.06,0.45,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
24.95,0.44,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
20.46,0.44,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
20.73,0.43,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
11.49,0.43,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
13.87,0.43,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
25.57,0.43,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
27.96,0.42,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
11.62,0.42,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
30.07,0.42,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
17.55,0.41,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
29.87,0.41,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
19.85,0.41,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
30.64,0.41,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
26.07,0.41,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
34.07,0.39,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
20.61,0.39,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
23.29,0.38,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
19.71,0.38,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
28.24,0.38,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
25.8,0.38,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
22.01,0.37,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
19.07,0.36,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
37.22,0.34,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
19.0,0.34,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
15.72,0.33,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
20.92,0.33,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
23.17,0.31,DRR140174_NODE_9_length_2891_cov_8.941467,bot90
2135.25,0.71,DRR140177_NODE_1_length_3678_cov_70.810102,top10
2027.62,0.71,DRR140177_NODE_1_length_3678_cov_70.810102,top10
412.84,0.65,DRR140177_NODE_1_length_3678_cov_70.810102,top10
1037.01,0.65,DRR140177_NODE_1_length_3678_cov_70.810102,top10
984.89,0.65,DRR140177_NODE_1_length_3678_cov_70.810102,top10
1866.73,0.63,DRR140177_NODE_1_length_3678_cov_70.810102,top10
2241.13,0.62,DRR140177_NODE_1_length_3678_cov_70.810102,top10
748.97,0.61,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1008.43,0.6,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
972.92,0.6,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1475.03,0.58,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2891.87,0.58,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
576.19,0.58,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1119.03,0.57,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1326.64,0.57,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
779.21,0.56,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1604.7,0.55,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
633.46,0.55,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2824.07,0.55,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1391.29,0.54,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2106.2,0.54,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1373.81,0.53,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1047.19,0.53,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2591.18,0.53,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
589.74,0.52,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1533.72,0.52,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
805.44,0.51,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1010.41,0.51,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2793.23,0.51,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1485.01,0.5,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1095.28,0.5,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2165.85,0.49,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2274.68,0.49,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
732.66,0.48,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2231.55,0.48,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2589.33,0.47,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1165.34,0.47,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2258.75,0.47,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1229.99,0.46,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
941.75,0.46,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1214.85,0.45,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2614.42,0.45,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
839.7,0.44,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2681.84,0.43,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1075.94,0.43,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2700.49,0.43,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2521.91,0.42,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1069.78,0.42,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1793.01,0.41,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
774.34,0.4,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2021.31,0.4,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2410.73,0.4,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2656.04,0.4,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1209.71,0.39,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
778.29,0.38,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1363.67,0.37,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1578.9,0.37,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1868.07,0.37,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1396.59,0.36,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1124.71,0.36,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
552.13,0.35,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2552.78,0.35,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1386.7,0.35,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
792.39,0.34,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
2483.02,0.34,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1183.86,0.34,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1132.92,0.34,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1380.17,0.34,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1441.86,0.33,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1285.32,0.33,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1237.92,0.31,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
1889.66,0.3,DRR140177_NODE_1_length_3678_cov_70.810102,bot90
980.11,0.84,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
71.08,0.75,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
236.57,0.74,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
1589.08,0.73,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
73.95,0.69,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
39.99,0.67,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
59.02,0.65,SRR6316233_NODE_5_length_3582_cov_90.132974,top10
391.24,0.65,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
592.03,0.64,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
58.81,0.63,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
65.09,0.61,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
96.47,0.61,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
112.9,0.6,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
2435.4,0.6,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
805.67,0.59,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
2303.81,0.58,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
699.55,0.57,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
91.64,0.57,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
74.78,0.57,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
99.84,0.56,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
61.89,0.55,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
96.37,0.54,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
107.89,0.54,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
37.14,0.54,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
1710.56,0.54,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
133.95,0.54,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
92.27,0.54,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
2247.02,0.53,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
731.64,0.52,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
106.9,0.52,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
63.72,0.52,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
109.25,0.52,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
78.69,0.52,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
125.09,0.52,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
123.08,0.51,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
146.92,0.51,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
103.48,0.51,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
63.69,0.51,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
83.64,0.5,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
110.37,0.5,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
104.48,0.5,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
67.09,0.49,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
42.54,0.49,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
65.3,0.48,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
119.38,0.48,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
103.44,0.48,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
126.12,0.48,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
91.38,0.48,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
133.74,0.47,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
115.64,0.47,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
55.46,0.47,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
104.38,0.47,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
762.99,0.46,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
140.92,0.45,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
95.54,0.45,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
118.39,0.45,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
118.34,0.45,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
106.46,0.44,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
137.44,0.44,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
139.93,0.43,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
113.11,0.42,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
123.66,0.42,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
119.15,0.42,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
118.54,0.42,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
138.54,0.41,SRR6316233_NODE_5_length_3582_cov_90.132974,bot90
